date,so2,no2,rspm,spm,pm2_5,stn_code,sampling_date,state,location,agency,type,location_monitoring_station,date.1,_source_file,_city_norm,city,pm2_5_index,rspm_index,no2_index,so2_index,AQI
2/16/2003,6.0,11.5,33.0,152.0,,165,14-02-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",2/14/2003,data.csv,nagpur,nagpur,,33.0,14.375,7.5,33.0
2/17/2003,6.0,12.5,33.0,148.5,,165,17-02-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",2/17/2003,data.csv,nagpur,nagpur,,33.0,15.625,7.5,33.0
2/18/2003,7.0,11.75,33.0,179.5,,165,17-02-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",2/17/2003,data.csv,nagpur,nagpur,,33.0,14.6875,8.75,33.0
2/19/2003,8.0,11.0,33.0,210.5,,166,19-02-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",2/19/2003,data.csv,nagpur,nagpur,,33.0,13.75,10.0,33.0
2/20/2003,7.0,12.25,33.0,189.0,,166,19-02-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",2/19/2003,data.csv,nagpur,nagpur,,33.0,15.3125,8.75,33.0
2/21/2003,6.0,13.5,33.0,167.5,,165,21-02-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",2/21/2003,data.csv,nagpur,nagpur,,33.0,16.875,7.5,33.0
2/22/2003,6.5,15.0,33.0,197.8333333,,165,21-02-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",2/21/2003,data.csv,nagpur,nagpur,,33.0,18.75,8.125,33.0
2/23/2003,7.0,16.5,33.0,228.1666667,,165,21-02-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",2/21/2003,data.csv,nagpur,nagpur,,33.0,20.625,8.75,33.0
2/24/2003,7.5,18.0,33.0,258.5,,165,24-02-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",2/24/2003,data.csv,nagpur,nagpur,,33.0,22.5,9.375,33.0
2/25/2003,6.75,14.75,33.0,211.0,,165,24-02-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",2/24/2003,data.csv,nagpur,nagpur,,33.0,18.4375,8.4375,33.0
2/26/2003,6.0,11.5,33.0,163.5,,166,26-02-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",2/26/2003,data.csv,nagpur,nagpur,,33.0,14.375,7.5,33.0
2/27/2003,6.3,11.1,33.0,179.8,,166,26-02-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",2/26/2003,data.csv,nagpur,nagpur,,33.0,13.875,7.875,33.0
2/28/2003,6.6,10.7,33.0,196.1,,166,26-02-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",2/26/2003,data.csv,nagpur,nagpur,,33.0,13.375,8.25,33.0
3/1/2003,6.9,10.3,33.0,212.4,,166,26-02-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",2/26/2003,data.csv,nagpur,nagpur,,33.0,12.875,8.625,33.0
3/2/2003,7.2,9.9,33.0,228.7,,166,26-02-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",2/26/2003,data.csv,nagpur,nagpur,,33.0,12.375,9.0,33.0
3/3/2003,7.5,9.5,33.0,245.0,,166,3/3/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",3/3/2003,data.csv,nagpur,nagpur,,33.0,11.875,9.375,33.0
3/4/2003,9.25,11.75,33.0,265.5,,166,3/3/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",3/3/2003,data.csv,nagpur,nagpur,,33.0,14.6875,11.5625,33.0
3/5/2003,11.0,14.0,33.0,286.0,,165,3/5/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",5/3/2003,data.csv,nagpur,nagpur,,33.0,17.5,13.75,33.0
3/6/2003,11.0,21.0,33.0,254.5,,165,3/5/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",5/3/2003,data.csv,nagpur,nagpur,,33.0,26.25,13.75,33.0
3/7/2003,11.0,28.0,33.0,223.0,,165,3/7/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",7/3/2003,data.csv,nagpur,nagpur,,33.0,35.0,13.75,35.0
3/8/2003,11.66666667,26.0,33.0,230.0,,165,3/7/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",7/3/2003,data.csv,nagpur,nagpur,,33.0,32.5,14.5833333375,33.0
3/9/2003,12.33333333,24.0,33.0,237.0,,165,3/7/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",7/3/2003,data.csv,nagpur,nagpur,,33.0,30.0,15.4166666625,33.0
3/10/2003,13.0,22.0,33.0,244.0,,166,3/10/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",10/3/2003,data.csv,nagpur,nagpur,,33.0,27.5,16.25,33.0
3/11/2003,9.5,16.75,33.0,218.0,,166,3/10/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",10/3/2003,data.csv,nagpur,nagpur,,33.0,20.9375,11.875,33.0
3/12/2003,6.0,11.5,33.0,192.0,,165,3/12/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",12/3/2003,data.csv,nagpur,nagpur,,33.0,14.375,7.5,33.0
3/13/2003,6.0,13.5,33.0,184.2857143,,165,3/12/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",12/3/2003,data.csv,nagpur,nagpur,,33.0,16.875,7.5,33.0
3/14/2003,6.0,15.5,33.0,176.5714286,,165,3/12/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",12/3/2003,data.csv,nagpur,nagpur,,33.0,19.375,7.5,33.0
3/15/2003,6.0,17.5,33.0,168.8571429,,165,3/12/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",12/3/2003,data.csv,nagpur,nagpur,,33.0,21.875,7.5,33.0
3/16/2003,6.0,19.5,33.0,161.1428571,,165,3/12/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",12/3/2003,data.csv,nagpur,nagpur,,33.0,24.375,7.5,33.0
3/17/2003,6.0,21.5,33.0,153.4285714,,165,3/12/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",12/3/2003,data.csv,nagpur,nagpur,,33.0,26.875,7.5,33.0
3/18/2003,6.0,23.5,33.0,145.7142857,,165,3/12/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",12/3/2003,data.csv,nagpur,nagpur,,33.0,29.375,7.5,33.0
3/19/2003,6.0,25.5,33.0,138.0,,165,19-03-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",3/19/2003,data.csv,nagpur,nagpur,,33.0,31.875,7.5,33.0
3/20/2003,6.0,22.75,33.0,192.25,,165,19-03-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",3/19/2003,data.csv,nagpur,nagpur,,33.0,28.4375,7.5,33.0
3/21/2003,6.0,20.0,33.0,246.5,,166,21-03-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",3/21/2003,data.csv,nagpur,nagpur,,33.0,25.0,7.5,33.0
3/22/2003,6.0,22.0,33.0,218.1666667,,166,21-03-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",3/21/2003,data.csv,nagpur,nagpur,,33.0,27.5,7.5,33.0
3/23/2003,6.0,24.0,33.0,189.8333333,,166,21-03-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",3/21/2003,data.csv,nagpur,nagpur,,33.0,30.0,7.5,33.0
3/24/2003,6.0,26.0,33.0,161.5,,165,24-03-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",3/24/2003,data.csv,nagpur,nagpur,,33.0,32.5,7.5,33.0
3/25/2003,5.25,21.5,33.0,210.5,,165,24-03-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",3/24/2003,data.csv,nagpur,nagpur,,33.0,26.875,6.5625,33.0
3/26/2003,4.5,17.0,33.0,259.5,,165,26-03-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",3/26/2003,data.csv,nagpur,nagpur,,33.0,21.25,5.625,33.0
3/27/2003,8.75,23.0,33.0,209.75,,165,26-03-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",3/26/2003,data.csv,nagpur,nagpur,,33.0,28.75,10.9375,33.0
3/28/2003,13.0,29.0,33.0,160.0,,167,28-03-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",3/28/2003,data.csv,nagpur,nagpur,,33.0,36.25,16.25,36.0
3/29/2003,11.25,30.75,33.0,192.75,,167,28-03-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",3/28/2003,data.csv,nagpur,nagpur,,33.0,38.4375,14.0625,38.0
3/30/2003,9.5,32.5,33.0,225.5,,167,28-03-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",3/28/2003,data.csv,nagpur,nagpur,,33.0,40.625,11.875,41.0
3/31/2003,7.75,34.25,33.0,258.25,,167,28-03-03,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",3/28/2003,data.csv,nagpur,nagpur,,33.0,42.8125,9.6875,43.0
4/1/2003,6.0,36.0,33.0,291.0,,166,4/1/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",1/4/2003,data.csv,nagpur,nagpur,,33.0,45.0,7.5,45.0
4/2/2003,6.0,28.0,33.0,246.5,,166,4/1/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",1/4/2003,data.csv,nagpur,nagpur,,33.0,35.0,7.5,35.0
4/3/2003,6.0,20.0,33.0,202.0,,167,4/3/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",3/4/2003,data.csv,nagpur,nagpur,,33.0,25.0,7.5,33.0
4/4/2003,5.875,18.625,33.0,183.125,,167,4/3/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",3/4/2003,data.csv,nagpur,nagpur,,33.0,23.28125,7.34375,33.0
4/5/2003,5.75,17.25,33.0,164.25,,167,4/3/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",3/4/2003,data.csv,nagpur,nagpur,,33.0,21.5625,7.1875,33.0
4/6/2003,5.625,15.875,33.0,145.375,,167,4/3/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",3/4/2003,data.csv,nagpur,nagpur,,33.0,19.84375,7.03125,33.0
4/7/2003,5.5,14.5,33.0,126.5,,165,4/7/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",7/4/2003,data.csv,nagpur,nagpur,,33.0,18.125,6.875,33.0
4/8/2003,5.25,15.5,33.0,125.25,,165,4/7/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,Industrial Area,"Govt.Polytechnic College,Nagpur.",7/4/2003,data.csv,nagpur,nagpur,,33.0,19.375,6.5625,33.0
4/9/2003,5.0,16.5,33.0,124.0,,166,4/9/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",9/4/2003,data.csv,nagpur,nagpur,,33.0,20.625,6.25,33.0
4/10/2003,5.5,18.0,33.0,128.0,,166,4/9/2003,Maharashtra,Nagpur,Visveshwaraya National Institute Of Technology,"Residential, Rural and other Areas","Govt.Polytechnic College,Nagpur.",9/4/2003,data.csv,nagpur,nagpur,,33.0,22.5,6.875,33.0
